/*
Full Coding Rule Violations List (Merged)

| Code Path | Line | Rule No. | Coding Rule | Risk Comments | Owner |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1319 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'owner_id' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1353 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1354 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1364 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1375 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1376 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '1' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1386 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1393 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1401 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the function call on argument '2' shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1408 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'cmdType' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1409 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'cmdId' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1410 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'cmdFlag' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1411 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'arqTimeout' variable initialization shall not be used | nan | xCall |
| /code_release/apps/src/apps/macchina.io/MD/xCallManage/src/CxCallCmd.cpp | 1412 | AUTOSAR-M5_0_4-a | Implicit conversion between signed and unsigned type in the 'owner_id' variable initialization shall not be used | nan | xCall |
*/
